iter	RMSE
300	2.509641606
301	2.507875631
302	2.506707602
303	2.50508515
304	2.5036525
305	2.502078896
306	2.500416313
307	2.498915602
308	2.497622105
309	2.496556152
310	2.495088846
311	2.493548143
312	2.492060081
313	2.490813363
314	2.489265107
315	2.48801698
316	2.486434589
317	2.484876617
318	2.483796256
319	2.482386312
320	2.481131207
321	2.479735277
322	2.478334221
323	2.477351589
324	2.475862172
325	2.474378185
326	2.472977484
327	2.471814854
328	2.470463475
329	2.469685787
330	2.46858579
331	2.467190358
332	2.466222788
333	2.465147373
334	2.464129315
335	2.463149387
336	2.461737096
337	2.460307128
338	2.459430807
339	2.458126556
340	2.457016556
341	2.456198417
342	2.454904381
343	2.453689014
344	2.452685585
345	2.451910435
346	2.450828189
347	2.449578984
348	2.448269978
349	2.447479021
350	2.446216231
351	2.444935165
352	2.443865858
353	2.442987667
354	2.441811943
355	2.440952847
356	2.440044228
357	2.439084829
358	2.437846333
359	2.437178985
360	2.435913174
361	2.434977646
362	2.433877526
363	2.433112191
364	2.432090153
365	2.430952917
366	2.429986765
367	2.429151674
368	2.428482609
369	2.427315495
370	2.426644801
371	2.425731058
372	2.424961812
373	2.424030639
374	2.423339169
375	2.422694431
376	2.421590079
377	2.420931214
378	2.419783629
379	2.418882732
380	2.418264507
381	2.417624169
382	2.416680811
383	2.415907173
384	2.415157756
385	2.414473245
386	2.41346422
387	2.412518073
388	2.411787129
389	2.411060517
390	2.41041194
391	2.409775438
392	2.409257646
393	2.408239338
394	2.40762023
395	2.406637525
396	2.405700461
397	2.404860594
398	2.403855333
399	2.403312551
400	2.402826127
401	2.401944808
402	2.40102499
403	2.400369909
404	2.399699497
405	2.398943143
406	2.398107638
407	2.397475025
408	2.396872988
409	2.396218347
410	2.395404616
411	2.394583315
412	2.393663867
413	2.392923621
414	2.392074198
415	2.391272022
416	2.390470884
417	2.389672419
418	2.38914524
419	2.38861703
420	2.387938724
421	2.387398991
422	2.386602721
423	2.386160004
424	2.385343174
425	2.384388039
426	2.383642774
427	2.383063196
428	2.38222068
429	2.381548553
430	2.38106667
431	2.380116822
432	2.379257501
433	2.378664533
434	2.377908553
435	2.377062532
436	2.376613965
437	2.37605001
438	2.375398926
439	2.374869135
440	2.37421296
441	2.373662053
442	2.373110411
443	2.372594294
444	2.372026721
445	2.371289099
446	2.370870308
447	2.370373608
448	2.369823753
449	2.369470645
450	2.36904356
451	2.368570546
452	2.367971294
453	2.367358478
454	2.366856894
455	2.3661139
456	2.365564972
457	2.365048099
458	2.364537611
459	2.363845025
460	2.363366641
461	2.362739883
462	2.361959527
463	2.361403909
464	2.360868809
465	2.36019031
466	2.359814055
467	2.359131951
468	2.358532217
469	2.358077593
470	2.357301401
471	2.356664398
472	2.356036513
473	2.355589103
474	2.355256755
475	2.35489399
476	2.354423693
477	2.353935696
478	2.353508107
479	2.353164062
480	2.352535265
481	2.351925411
482	2.351445203
483	2.350777909
484	2.350162455
485	2.349757976
486	2.349146893
487	2.34841549
488	2.348099532
489	2.347413024
490	2.346816115
491	2.346153663
492	2.345642353
493	2.345266291
494	2.344663227
495	2.344147437
496	2.343571605
497	2.343158537
498	2.342587139
499	2.341863218
500	2.341319275
501	2.340768746
502	2.340229639
503	2.339608359
504	2.33930116
505	2.338962463
506	2.338705051
507	2.338148975
508	2.337457693
509	2.337091246
510	2.336414313
511	2.336113782
512	2.335552495
513	2.335236537
514	2.334836919
515	2.334334571
516	2.333629794
517	2.333317252
518	2.333091655
519	2.332706465
520	2.332282052
521	2.332003606
522	2.331740175
523	2.331209856
524	2.330837595
525	2.330499699
526	2.330083608
527	2.329633867
528	2.329047407
529	2.328532478
530	2.328095758
531	2.327731959
532	2.327469258
533	2.327022422
534	2.326798979
535	2.326414601
536	2.325983624
537	2.325634899
538	2.325362629
539	2.3251109
540	2.32460031
541	2.324358267
542	2.323754944
543	2.323333081
544	2.322826566
545	2.322587515
546	2.322097275
547	2.321673573
548	2.321246978
549	2.321015376
550	2.320782824
551	2.320489417
552	2.319945178
553	2.31952039
554	2.319252943
555	2.318756438
556	2.318460497
557	2.318212042
558	2.317912178
559	2.31745826
560	2.317139355
561	2.316868621
562	2.316556503
563	2.316377942
564	2.316104074
565	2.315828338
566	2.315473867
567	2.31495859
568	2.314707556
569	2.314199316
570	2.313860455
571	2.313678874
572	2.313298428
573	2.312883098
574	2.312256599
575	2.311884895
576	2.311441946
577	2.31101127
578	2.31052105
579	2.310273862
580	2.309847265
581	2.309330075
582	2.309018973
583	2.308563441
584	2.3083421
585	2.307847468
586	2.307584229
587	2.307081725
588	2.306585833
589	2.306192699
590	2.305960889
591	2.305393336
592	2.305072999
593	2.3047815
594	2.304565086
595	2.304142153
596	2.303910048
597	2.303618211
598	2.303142168
599	2.302759286
600	2.302240384
601	2.30198361
602	2.30173142
603	2.301295263
604	2.301069114
605	2.300582872
606	2.300331623
607	2.29990358
608	2.299447589
609	2.299240982
610	2.298975389
611	2.298709729
612	2.298440739
613	2.298041851
614	2.297716402
615	2.297487362
616	2.297204514
617	2.296843513
618	2.296630393
619	2.296147589
620	2.295802665
621	2.295519717
622	2.295217954
623	2.29493913
624	2.294658449
625	2.294343188
626	2.293986794
627	2.293657233
628	2.293467339
629	2.293243146
630	2.293026176
631	2.29279961
632	2.292506232
633	2.292172412
634	2.291967713
635	2.291532751
636	2.29133943
637	2.291186033
638	2.29095263
639	2.290438721
640	2.290127123
641	2.289756165
642	2.289512854
643	2.289319586
644	2.288994496
645	2.288730617
646	2.288504041
647	2.288312053
648	2.288061199
649	2.287772094
650	2.287257346
651	2.286995572
652	2.286552998
653	2.286392957
654	2.286097171
655	2.285959728
656	2.285517062
657	2.285316141
658	2.285036184
659	2.284621076
660	2.284305286
661	2.283952086
662	2.2833665
663	2.283187338
664	2.282771572
665	2.282528387
666	2.282215012
667	2.282073176
668	2.281793448
669	2.281514805
670	2.281130033
671	2.280885958
672	2.280605585
673	2.280424603
674	2.280220357
675	2.279916008
676	2.279559563
677	2.279348779
678	2.278921841
679	2.27864119
680	2.278410587
681	2.278191816
682	2.277846788
683	2.277439445
684	2.277099867
685	2.276975275
686	2.27683416
687	2.2763516
688	2.276154258
689	2.27597022
690	2.275793878
691	2.27560668
692	2.275242837
693	2.275078225
694	2.274825197
695	2.274562637
696	2.274092143
697	2.273939021
698	2.27369333
699	2.273385731
700	2.273189045
701	2.273021238
702	2.27273591
703	2.272403077
704	2.272201366
705	2.272027921
706	2.271696663
707	2.27148777
708	2.271099455
709	2.270716979
710	2.270421387
711	2.270169147
712	2.269960122
713	2.269701546
714	2.269491557
715	2.26919329
716	2.268822554
717	2.268434437
718	2.26831929
719	2.26816892
720	2.267828282
721	2.267618257
722	2.267306449
723	2.267038029
724	2.266903859
725	2.266655569
726	2.266471578
727	2.266201196
728	2.265882209
729	2.265533822
730	2.265296879
731	2.265114971
732	2.264822812
733	2.264608681
734	2.264360414
735	2.264218362
736	2.264062063
737	2.263720635
738	2.263467308
739	2.263292135
740	2.262939432
741	2.262614159
742	2.262300076
743	2.262063168
744	2.261783864
745	2.261531184
746	2.261292636
747	2.261037769
748	2.260760614
749	2.260562163
750	2.260396454
751	2.260173486
752	2.259976785
753	2.259716256
754	2.259494898
755	2.259298136
756	2.259166792
757	2.258662348
758	2.258391877
759	2.258149555
760	2.25790907
761	2.257769106
762	2.257603103
763	2.257469827
764	2.25712647
765	2.256867174
766	2.256421392
767	2.256030945
768	2.255951517
769	2.255789315
770	2.25567653
771	2.255413014
772	2.255226588
773	2.254944777
774	2.254683576
775	2.254440553
776	2.254191301
777	2.254011163
778	2.25384498
779	2.253536599
780	2.253390758
781	2.25298619
782	2.252730807
783	2.252573091
784	2.252435796
785	2.252278416
786	2.251912589
787	2.251788331
788	2.251491379
789	2.251189886
790	2.250763811
791	2.250593404
792	2.250301411
793	2.250153434
794	2.249987475
795	2.249799683
796	2.249608492
797	2.249460095
798	2.249333197
799	2.24921659
800	2.248976934
801	2.24880315
802	2.24867675
803	2.248412523
804	2.248055009
805	2.247892912
806	2.247587796
807	2.247386941
808	2.247188519
809	2.246906916
810	2.24665567
811	2.24637722
812	2.246228802
813	2.246089456
814	2.245890041
815	2.245705903
816	2.24561199
817	2.245427533
818	2.245306479
819	2.244959643
820	2.244808918
821	2.244482235
822	2.244245869
823	2.244109048
824	2.243905565
825	2.243662648
826	2.243412479
827	2.24324899
828	2.24278305
829	2.242619232
830	2.242383481
831	2.242198527
832	2.242104701
833	2.241859374
834	2.241727574
835	2.241387971
836	2.240997394
837	2.240807484
838	2.240706377
839	2.240467108
840	2.240235141
841	2.239882209
842	2.23976536
843	2.23958462
844	2.239410804
845	2.239266636
846	2.239027704
847	2.238903822
848	2.238640951
849	2.238524051
850	2.238207716
851	2.238045378
852	2.237862826
853	2.237595928
854	2.237421961
855	2.237270394
856	2.237006955
857	2.236794512
858	2.236514155
859	2.236385411
860	2.23616181
861	2.235939163
862	2.235741424
863	2.235643166
864	2.235270749
865	2.235087112
866	2.234986623
867	2.234810838
868	2.234640021
869	2.234479944
870	2.234324975
871	2.234020828
872	2.233769339
873	2.233631136
874	2.233498989
875	2.233166198
876	2.23291722
877	2.232764559
878	2.232524019
879	2.232123557
880	2.231816752
881	2.231649242
882	2.231388242
883	2.231105256
884	2.231004471
885	2.23089018
886	2.230660431
887	2.230453519
888	2.230322276
889	2.230102259
890	2.230002574
891	2.22984215
892	2.229696307
893	2.22955409
894	2.22940448
895	2.229232159
896	2.228818844
897	2.228572729
898	2.22837419
899	2.228136434
900	2.228032781
901	2.227909699
902	2.227779799
903	2.227643676
904	2.227428095
905	2.227215614
906	2.226935044
907	2.226727791
908	2.226586394
909	2.226534578
910	2.226311996
911	2.226119
912	2.225714348
913	2.225573789
914	2.225429082
915	2.225195098
916	2.224993016
917	2.224760411
918	2.22462845
919	2.22421712
920	2.224080214
921	2.223938742
922	2.223659576
923	2.223346982
924	2.223223403
925	2.223071789
926	2.222954049
927	2.222814743
928	2.222441128
929	2.222234464
930	2.22216158
931	2.22205867
932	2.221984013
933	2.221815042
934	2.22155871
935	2.22127833
936	2.221133504
937	2.220873238
938	2.220623553
939	2.220285506
940	2.220181146
941	2.220038055
942	2.219866197
943	2.219706594
944	2.21951663
945	2.219438662
946	2.219265189
947	2.219148938
948	2.219008254
949	2.218820897
950	2.21871652
951	2.21853367
952	2.218253255
953	2.217941671
954	2.217816857
955	2.217765868
956	2.217647144
957	2.217456533
958	2.217238202
959	2.217007853
960	2.216907867
961	2.216832968
962	2.21665402
963	2.216486896
964	2.216222545
965	2.215988636
966	2.21575301
967	2.215705888
968	2.215551061
969	2.215449347
970	2.215233428
971	2.21508869
972	2.214958636
973	2.214766198
974	2.214532473
975	2.21426152
976	2.214115696
977	2.21386436
978	2.213697312
979	2.213554389
980	2.213489718
981	2.213362032
982	2.213168903
983	2.212956772
984	2.212621518
985	2.212448824
986	2.212240022
987	2.212139897
988	2.21199598
989	2.211851126
990	2.211688471
991	2.211546625
992	2.211189699
993	2.211062179
994	2.210913628
995	2.210609619
996	2.210424908
997	2.210292638
998	2.210112142
999	2.209994902
1000	2.209813753
1001	2.209679339
1002	2.209375894
1003	2.209097601
1004	2.208894063
1005	2.208790038
1006	2.208466611
1007	2.208272114
1008	2.208181932
1009	2.207934755
1010	2.207632565
1011	2.2074146
1012	2.207351091
1013	2.207181047
1014	2.206993754
1015	2.206769752
1016	2.206672417
1017	2.206577371
1018	2.206353528
1019	2.206152429
1020	2.206032169
1021	2.205862135
1022	2.205521074
1023	2.205276362
1024	2.205160061
1025	2.204989081
1026	2.204630534
1027	2.204442715
1028	2.204277433
1029	2.204149994
1030	2.204031849
1031	2.203926796
1032	2.203553498
1033	2.203423361
1034	2.203272502
1035	2.203096395
1036	2.202921406
1037	2.202802422
1038	2.202657727
1039	2.202430023
1040	2.202236495
1041	2.20212079
1042	2.201975669
1043	2.201561416
1044	2.201398149
1045	2.201185648
1046	2.200934517
1047	2.2008175
1048	2.200628763
1049	2.200375779
1050	2.200293296
1051	2.199998317
1052	2.199870717
1053	2.199799146
1054	2.199705848
1055	2.199455565
1056	2.199361461
1057	2.199151516
1058	2.199051871
1059	2.198929999
1060	2.198752819
1061	2.198592909
1062	2.19849395
1063	2.198355107
1064	2.198182597
1065	2.197951595
1066	2.197770679
1067	2.197587205
1068	2.197379858
1069	2.197200729
1070	2.196928997
1071	2.196726556
1072	2.196625576
1073	2.196521781
1074	2.196168746
1075	2.196041582
1076	2.195822464
1077	2.195592352
1078	2.195427486
1079	2.195185969
1080	2.194944911
1081	2.19483009
1082	2.194698544
1083	2.194598464
1084	2.194338959
1085	2.194203506
1086	2.193974019
1087	2.193844114
1088	2.193626906
1089	2.193416056
1090	2.193294605
1091	2.1930314
1092	2.192931413
1093	2.192718096
1094	2.192678217
1095	2.192579689
1096	2.192477562
1097	2.192328557
1098	2.192154243
1099	2.192063214
1100	2.191841488
1101	2.191672346
1102	2.191512426
1103	2.19143073
1104	2.191274756
1105	2.191163195
1106	2.191054809
1107	2.190989685
1108	2.190795502
1109	2.190641766
1110	2.190469057
1111	2.190257343
1112	2.190090516
1113	2.189928397
1114	2.189744567
1115	2.189671647
1116	2.189604327
1117	2.189361089
1118	2.189106021
1119	2.188916813
1120	2.188815933
1121	2.188679651
1122	2.188519845
1123	2.188385624
1124	2.188135933
1125	2.18802368
1126	2.187829967
1127	2.187690686
1128	2.187546939
1129	2.187377464
1130	2.187119919
1131	2.186964716
1132	2.186737676
1133	2.18664363
1134	2.186508991
1135	2.186393396
1136	2.186220828
1137	2.18599458
1138	2.185911965
1139	2.18576422
1140	2.185697009
1141	2.185458493
1142	2.185366408
1143	2.185205027
1144	2.184908253
1145	2.184778885
1146	2.184695408
1147	2.184613141
1148	2.184432641
1149	2.184289469
1150	2.184159949
1151	2.184024114
1152	2.183915318
1153	2.183785773
1154	2.183694155
1155	2.183459265
1156	2.183230533
1157	2.183044829
1158	2.182879799
1159	2.182750249
1160	2.182590883
1161	2.182487106
1162	2.182375581
1163	2.182206115
1164	2.182102674
1165	2.18187591
1166	2.18180937
1167	2.181581596
1168	2.18134565
1169	2.181000167
1170	2.180877594
1171	2.180760549
1172	2.180612629
1173	2.180390693
1174	2.18018029
1175	2.18011055
1176	2.179860177
1177	2.179680906
1178	2.179544811
1179	2.179265017
1180	2.179105309
1181	2.179034601
1182	2.178911278
1183	2.178737867
1184	2.178561892
1185	2.178462161
1186	2.178346718
1187	2.178200627
1188	2.17807337
1189	2.177972656
1190	2.177794692
1191	2.177659985
1192	2.177544326
1193	2.177465083
1194	2.177284776
1195	2.177079322
1196	2.176786237
1197	2.176672397
1198	2.176566348
1199	2.176329051
1200	2.176177019
1201	2.176070528
1202	2.175934874
1203	2.175772993
1204	2.175656923
1205	2.175493366
1206	2.175283443
1207	2.175073213
1208	2.174731226
1209	2.174564075
1210	2.174369061
1211	2.17425669
1212	2.17417385
1213	2.174001145
1214	2.173880932
1215	2.173768671
1216	2.17367094
1217	2.173514227
1218	2.17325884
1219	2.173137525
1220	2.173042172
1221	2.172881924
1222	2.172775136
1223	2.172702067
1224	2.172600469
1225	2.172521336
1226	2.172391345
1227	2.172274419
1228	2.172150062
1229	2.171977694
1230	2.17175377
1231	2.171678898
1232	2.171519477
1233	2.171311347
1234	2.171181653
1235	2.171012787
1236	2.170789949
1237	2.170627608
1238	2.170544174
1239	2.17045344
1240	2.170305447
1241	2.170171406
1242	2.170005716
1243	2.169814915
1244	2.169686538
1245	2.169564677
1246	2.169447825
1247	2.169248787
1248	2.169067535
1249	2.168975955
1250	2.168888537
1251	2.168763813
1252	2.168643757
1253	2.168476533
1254	2.168399056
1255	2.16817406
1256	2.167971442
1257	2.167831926
1258	2.167486371
1259	2.167273365
1260	2.167166311
1261	2.166955872
1262	2.166750366
1263	2.166687633
1264	2.166578578
1265	2.166458598
1266	2.166368503
1267	2.166218667
1268	2.166069998
1269	2.165945456
1270	2.165768394
1271	2.165548328
1272	2.165456466
1273	2.165346194
1274	2.16512239
1275	2.164969574
1276	2.164674502
1277	2.164545167
1278	2.164369809
1279	2.164293627
1280	2.16401703
1281	2.163807437
1282	2.163614195
1283	2.163378416
1284	2.163186951
1285	2.163082706
1286	2.162976808
1287	2.162811576
1288	2.162659987
1289	2.162386454
1290	2.162285001
1291	2.162172735
1292	2.162013483
1293	2.161784781
1294	2.161616673
1295	2.161486417
1296	2.161245686
1297	2.16118965
1298	2.161013371
1299	2.160724787
1300	2.160522282
1301	2.160374556
1302	2.160227797
1303	2.160142197
1304	2.15993462
1305	2.159802487
1306	2.159654765
1307	2.159499585
1308	2.159342675
1309	2.159203798
1310	2.159098125
1311	2.158930879
1312	2.158837419
1313	2.158734191
1314	2.158515203
1315	2.158336451
1316	2.158161629
1317	2.157977973
1318	2.157832282
1319	2.157674511
1320	2.157388628
1321	2.157233722
1322	2.15711568
1323	2.156801589
1324	2.156711232
1325	2.156587442
1326	2.15650625
1327	2.156404067
1328	2.156114305
1329	2.155863095
1330	2.155638578
1331	2.155428333
1332	2.155079412
1333	2.154929689
1334	2.154780844
1335	2.154640736
1336	2.154401422
1337	2.15416254
1338	2.15401091
1339	2.153938548
1340	2.153851623
1341	2.153720249
1342	2.153628054
1343	2.153463772
1344	2.153377704
1345	2.152993098
1346	2.152751655
1347	2.152532581
1348	2.152238438
1349	2.152141333
1350	2.152039021
1351	2.151936029
1352	2.151673576
1353	2.151557355
1354	2.151371342
1355	2.151257883
1356	2.151151801
1357	2.15103736
1358	2.150885758
1359	2.150742321
1360	2.15056142
1361	2.150425768
1362	2.150298798
1363	2.150181745
1364	2.15008533
1365	2.14996232
1366	2.149796607
1367	2.149697935
1368	2.149553303
1369	2.149406068
1370	2.149196615
1371	2.149134994
1372	2.148940836
1373	2.148782111
1374	2.148725736
1375	2.148534283
1376	2.148479863
1377	2.14830701
1378	2.148105674
1379	2.147910895
1380	2.147784324
1381	2.147605688
1382	2.147448354
1383	2.147306937
1384	2.14719987
1385	2.147091015
1386	2.146890651
1387	2.146758793
1388	2.146557649
1389	2.146464265
1390	2.146263118
1391	2.14613895
1392	2.146079726
1393	2.145970231
1394	2.145848752
1395	2.145689793
1396	2.145559309
1397	2.145336583
1398	2.14514579
1399	2.145037951
1400	2.144962113
1401	2.14485274
1402	2.144693391
1403	2.144561931
1404	2.144428104
1405	2.144335917
1406	2.144218423
1407	2.144113377
1408	2.144028727
1409	2.143903719
1410	2.143744624
1411	2.14362214
1412	2.143514935
1413	2.1434262
1414	2.143278504
1415	2.14312651
1416	2.142891702
1417	2.142802075
1418	2.142669042
1419	2.142417936
1420	2.142201153
1421	2.142088356
1422	2.142008122
1423	2.141949231
1424	2.141804673
1425	2.141761268
1426	2.141640874
1427	2.141439992
1428	2.141317967
1429	2.14121269
1430	2.140931937
1431	2.140764388
1432	2.14060681
1433	2.140457243
1434	2.14024484
1435	2.140113767
1436	2.13994636
1437	2.139856491
1438	2.139732184
1439	2.13951007
1440	2.13933467
1441	2.139229731
1442	2.13903142
1443	2.138957414
1444	2.138813715
1445	2.138612584
1446	2.138555056
1447	2.13846559
1448	2.138276264
1449	2.138153375
1450	2.137998859
1451	2.137720297
1452	2.137593448
1453	2.137431605
1454	2.137245969
1455	2.137108595
1456	2.137033443
1457	2.136911263
1458	2.136733437
1459	2.136548245
1460	2.136452829
1461	2.13628679
1462	2.136216651
1463	2.136116923
1464	2.136047565
1465	2.135980223
1466	2.135850851
1467	2.135739
1468	2.135641359
1469	2.135504719
1470	2.135418845
1471	2.135162965
1472	2.134824312
1473	2.134684574
1474	2.134603199
1475	2.134536667
1476	2.134363136
1477	2.134173893
1478	2.133888316
1479	2.1336801
1480	2.133533273
1481	2.133376268
1482	2.133191928
1483	2.133012427
1484	2.132856688
1485	2.13273722
1486	2.13261124
1487	2.132534029
1488	2.132346551
1489	2.132232727
1490	2.132075441
1491	2.131937542
1492	2.131774271
1493	2.131628471
1494	2.131565994
1495	2.131278666
1496	2.13111371
1497	2.130976037
1498	2.130834481
1499	2.130682561
1500	2.130491525
1501	2.13036828
1502	2.130299786
1503	2.130220778
1504	2.130111352
1505	2.129888496
1506	2.129786111
1507	2.129610275
1508	2.129465211
1509	2.12934948
1510	2.129158189
1511	2.128913656
1512	2.128651298
1513	2.128492884
1514	2.128309104
1515	2.128219041
1516	2.128122308
1517	2.127907137
1518	2.12775684
1519	2.127536401
1520	2.12741369
1521	2.127310259
1522	2.127245676
1523	2.127134571
1524	2.126893149
1525	2.126751706
1526	2.126649957
1527	2.126477056
1528	2.126269374
1529	2.126138281
1530	2.125873632
1531	2.12581756
1532	2.125727394
1533	2.125599793
1534	2.125490891
1535	2.125322423
1536	2.125216587
1537	2.125104128
1538	2.125023454
1539	2.124874893
1540	2.124709782
1541	2.124639753
1542	2.124370628
1543	2.124155267
1544	2.123948529
1545	2.123769944
1546	2.123583396
1547	2.123452333
1548	2.123303713
1549	2.123076773
1550	2.122891859
1551	2.122804755
1552	2.122659973
1553	2.122489065
1554	2.122255566
1555	2.122118808
1556	2.122023515
1557	2.121905627
1558	2.121730594
1559	2.121551851
1560	2.121417446
1561	2.121220438
1562	2.121180898
1563	2.12099119
1564	2.120740295
1565	2.120613466
1566	2.120418411
1567	2.120240649
1568	2.120116621
1569	2.119988214
1570	2.119868409
1571	2.119749133
1572	2.119632618
1573	2.119498465
1574	2.119261208
1575	2.119125854
1576	2.118917035
1577	2.118800592
1578	2.11864114
1579	2.118550728
1580	2.118409274
1581	2.118299824
1582	2.118140292
1583	2.117890296
1584	2.117747497
1585	2.117609968
1586	2.117420849
1587	2.11729643
1588	2.117102932
1589	2.116828376
1590	2.11662982
1591	2.116441697
1592	2.116397784
1593	2.116314848
1594	2.116276993
1595	2.116213959
1596	2.115971187
1597	2.115817729
1598	2.115676211
1599	2.115527442
1600	2.115360344
1601	2.11519552
1602	2.115134079
1603	2.11501172
1604	2.114854879
1605	2.114690545
1606	2.11457657
1607	2.114477
1608	2.114296607
1609	2.114040105
1610	2.113911514
1611	2.113648024
1612	2.113341278
1613	2.11322211
1614	2.112860616
1615	2.112697691
1616	2.112545997
1617	2.112474332
1618	2.112397379
1619	2.112185875
1620	2.112124757
1621	2.111941287
1622	2.111870971
1623	2.11167692
1624	2.1115311
1625	2.111434536
1626	2.111282603
1627	2.111127651
1628	2.111001942
1629	2.110793624
1630	2.110731702
1631	2.110643799
1632	2.110554616
1633	2.110304279
1634	2.110055607
1635	2.109931045
1636	2.109785728
1637	2.109635318
1638	2.109555492
1639	2.109434077
1640	2.109194089
1641	2.10897607
1642	2.108823958
1643	2.108756546
1644	2.108680058
1645	2.108558799
1646	2.108427625
1647	2.108347933
1648	2.108174184
1649	2.108043695
1650	2.107868091
1651	2.107733912
1652	2.107640048
1653	2.107526438
1654	2.107332308
1655	2.107069689
1656	2.106949421
1657	2.106873305
1658	2.106746647
1659	2.106563232
1660	2.106357412
1661	2.106177022
1662	2.106007276
1663	2.105912115
1664	2.105799166
