iter	RMSE
1665	2.105700322
1666	2.105546749
1667	2.105396053
1668	2.105232436
1669	2.105115489
1670	2.10497048
1671	2.104806312
1672	2.104610419
1673	2.104534016
1674	2.104481039
1675	2.10440162
1676	2.104274083
1677	2.10410036
1678	2.103947485
1679	2.103736991
1680	2.103664038
1681	2.103575096
1682	2.103435755
1683	2.103269631
1684	2.103088373
1685	2.102957055
1686	2.102809065
1687	2.102627881
1688	2.102457396
1689	2.102331896
1690	2.102186321
1691	2.102070438
1692	2.101903925
1693	2.101748797
1694	2.101567422
1695	2.101432342
1696	2.101364897
1697	2.101205714
1698	2.101102812
1699	2.100930448
1700	2.100756601
1701	2.100633485
1702	2.100456122
1703	2.10021301
1704	2.100020122
1705	2.099850519
1706	2.099726658
1707	2.099642199
1708	2.099461334
1709	2.099333159
1710	2.099113316
1711	2.098862318
1712	2.098632793
1713	2.098474513
1714	2.098334975
1715	2.098216344
1716	2.098075105
1717	2.09791306
1718	2.097753164
1719	2.097633575
1720	2.097456411
1721	2.097265023
1722	2.097115727
1723	2.097007949
1724	2.09677376
1725	2.096575301
1726	2.096444444
1727	2.096382434
1728	2.096215028
1729	2.096135042
1730	2.095996773
1731	2.095853469
1732	2.095709785
1733	2.095526925
1734	2.095304206
1735	2.095102048
1736	2.094992391
1737	2.094811678
1738	2.094643203
1739	2.094506638
1740	2.094256921
1741	2.094063506
1742	2.093845386
1743	2.093687912
1744	2.093477652
1745	2.093319896
1746	2.093185052
1747	2.09304133
1748	2.092882422
1749	2.092797902
1750	2.092634767
1751	2.092445641
1752	2.092265625
1753	2.092163927
1754	2.092016259
1755	2.091941903
1756	2.091724812
1757	2.091628173
1758	2.091467532
1759	2.091354781
1760	2.091240326
1761	2.091123096
1762	2.090986959
1763	2.090749645
1764	2.090503337
1765	2.09037414
1766	2.090273495
1767	2.090115548
1768	2.089957816
1769	2.089759505
1770	2.089600656
1771	2.089489207
1772	2.089362214
1773	2.089201998
1774	2.088932126
1775	2.088713577
1776	2.088564056
1777	2.088435434
1778	2.088323397
1779	2.088161382
1780	2.088028265
1781	2.087933402
1782	2.087717652
1783	2.087669908
1784	2.08749037
1785	2.087354621
1786	2.087232558
1787	2.087127412
1788	2.087000055
1789	2.086857739
1790	2.086697102
1791	2.086556812
1792	2.086516168
1793	2.086229992
1794	2.086113636
1795	2.085964116
1796	2.085824311
1797	2.08553613
1798	2.085350454
1799	2.08506945
1800	2.084955467
1801	2.084879037
1802	2.084827512
1803	2.084734917
1804	2.084600086
1805	2.084385846
1806	2.084134063
1807	2.084021015
1808	2.083906809
1809	2.083773293
1810	2.083609526
1811	2.083402567
1812	2.083199049
1813	2.083108835
1814	2.08296256
1815	2.082784725
1816	2.082691483
1817	2.082524106
1818	2.082437364
1819	2.082265739
1820	2.082125537
1821	2.081979293
1822	2.081854081
1823	2.081731201
1824	2.081537209
1825	2.081410877
1826	2.081296214
1827	2.081122131
1828	2.08099803
1829	2.080836394
1830	2.080675107
1831	2.080549615
1832	2.080502046
1833	2.080253029
1834	2.080100823
1835	2.080041691
1836	2.079840783
1837	2.079669218
1838	2.079531113
1839	2.079370423
1840	2.079243047
1841	2.079084085
1842	2.07885212
1843	2.078689098
1844	2.078519584
1845	2.078415658
1846	2.078276215
1847	2.078100657
1848	2.078026679
1849	2.077885543
1850	2.077791985
1851	2.077654282
1852	2.077468751
1853	2.077329702
1854	2.07709652
1855	2.077006113
1856	2.076919146
1857	2.076864018
1858	2.076772348
1859	2.076684692
1860	2.076492405
1861	2.076371174
1862	2.076284017
1863	2.076084093
1864	2.075933346
1865	2.075767745
1866	2.075714542
1867	2.075539183
1868	2.075525902
1869	2.075357359
1870	2.075204536
1871	2.075098549
1872	2.07484007
1873	2.074596053
1874	2.074443302
1875	2.074224465
1876	2.074072859
1877	2.074003417
1878	2.073760423
1879	2.073651959
1880	2.073567422
1881	2.073444947
1882	2.073287316
1883	2.073105649
1884	2.073029683
1885	2.072884326
1886	2.072664096
1887	2.072470719
1888	2.07230416
1889	2.072077648
1890	2.07193998
1891	2.071734975
1892	2.071518488
1893	2.071428269
1894	2.07125506
1895	2.071035978
1896	2.070897836
1897	2.070749468
1898	2.070621884
1899	2.070390013
1900	2.070296699
1901	2.070179377
1902	2.07008933
1903	2.069923078
1904	2.06978489
1905	2.069682023
1906	2.069454645
1907	2.069351495
1908	2.069261429
1909	2.069037797
1910	2.06898311
1911	2.06886154
1912	2.068761707
1913	2.068641834
1914	2.068511413
1915	2.068437891
1916	2.068349386
1917	2.068238732
1918	2.068038071
1919	2.067921508
1920	2.06764047
1921	2.067536638
1922	2.067295083
1923	2.067121258
1924	2.066958454
1925	2.066877
1926	2.066748205
1927	2.066599467
1928	2.066478943
1929	2.066419918
1930	2.066322392
1931	2.066119027
1932	2.065956013
1933	2.065829614
1934	2.06566982
1935	2.065566886
1936	2.065398079
1937	2.065299307
1938	2.06514593
1939	2.064965349
1940	2.064863949
1941	2.064780091
1942	2.064559575
1943	2.064374835
1944	2.064210077
1945	2.064057252
1946	2.064004016
1947	2.063852045
1948	2.063585576
1949	2.063467899
1950	2.063331956
1951	2.063156904
1952	2.063025322
1953	2.062916883
1954	2.062754113
1955	2.062633844
1956	2.062573923
1957	2.062349551
1958	2.062247152
1959	2.062152734
1960	2.061955439
1961	2.061858265
1962	2.061597539
1963	2.06146716
1964	2.061340322
1965	2.061227065
1966	2.061022649
1967	2.060885436
1968	2.060710222
1969	2.060488353
1970	2.060310398
1971	2.060165799
1972	2.059968572
1973	2.059823955
1974	2.059717297
1975	2.059431237
1976	2.059298864
1977	2.059049909
1978	2.058842277
1979	2.058793836
1980	2.058555527
1981	2.058432719
1982	2.058324814
1983	2.058228659
1984	2.058048845
1985	2.057863603
1986	2.05772099
1987	2.057557093
1988	2.057370551
1989	2.057289121
1990	2.057222843
1991	2.056995019
1992	2.056874409
1993	2.056756254
1994	2.056580415
1995	2.05650096
1996	2.056441498
1997	2.056252319
1998	2.056029626
1999	2.055768906
2000	2.055523809
2001	2.055421396
2002	2.055251481
2003	2.055076438
2004	2.054972484
2005	2.054857998
2006	2.054762192
2007	2.054629877
2008	2.05444163
2009	2.054228
2010	2.054053239
2011	2.05393139
2012	2.053674835
2013	2.0535726
2014	2.053499752
2015	2.053363066
2016	2.053307687
2017	2.053227986
2018	2.053023315
2019	2.052882205
2020	2.05273974
2021	2.052648782
2022	2.052539653
2023	2.052341741
2024	2.05221248
2025	2.052107515
2026	2.051851259
2027	2.051677613
2028	2.051488279
2029	2.051311999
2030	2.051169462
2031	2.051064445
2032	2.050972397
2033	2.050751536
2034	2.050628815
2035	2.050454434
2036	2.050274605
2037	2.050087016
2038	2.049871828
2039	2.049797432
2040	2.049696423
2041	2.049562168
2042	2.04941869
2043	2.049186023
2044	2.049026953
2045	2.048868888
2046	2.048742173
2047	2.04857175
2048	2.048505701
2049	2.048341117
2050	2.048245906
2051	2.04812596
2052	2.047999302
2053	2.047786074
2054	2.047633159
2055	2.04756193
2056	2.047373442
2057	2.047269457
2058	2.046986503
2059	2.046856356
2060	2.046692652
2061	2.046492964
2062	2.046412263
2063	2.046242149
2064	2.046078124
2065	2.045951778
2066	2.045795547
2067	2.045711989
2068	2.045565628
2069	2.045464828
2070	2.045199527
2071	2.045125102
2072	2.045094708
2073	2.044925377
2074	2.044805147
2075	2.044656092
2076	2.044520142
2077	2.044283643
2078	2.04411788
2079	2.043978251
2080	2.043893309
2081	2.043734157
2082	2.043572331
2083	2.043391185
2084	2.043251725
2085	2.043139891
2086	2.043064307
2087	2.042920919
2088	2.042740231
2089	2.042615827
2090	2.042397586
2091	2.042256021
2092	2.042134144
2093	2.041944848
2094	2.041808246
2095	2.041640058
2096	2.041518246
2097	2.041276745
2098	2.041131845
2099	2.041021912
2100	2.040913676
2101	2.040663462
2102	2.040505157
2103	2.040372225
2104	2.040289054
2105	2.040106127
2106	2.039937642
2107	2.039755963
2108	2.039615344
2109	2.039529765
2110	2.039350522
2111	2.039197088
2112	2.039123153
2113	2.039004346
2114	2.038759851
2115	2.038656369
2116	2.038497772
2117	2.03837787
2118	2.038294577
2119	2.038228097
2120	2.038074574
2121	2.037977901
2122	2.037852404
2123	2.03777136
2124	2.03762958
2125	2.037532682
2126	2.037446261
2127	2.037240156
2128	2.037095322
2129	2.036961831
2130	2.036851904
2131	2.036689323
2132	2.036574117
2133	2.036441443
2134	2.036297349
2135	2.036126619
2136	2.036028449
2137	2.035820015
2138	2.035769699
2139	2.035611622
2140	2.035371499
2141	2.035273099
2142	2.035154907
2143	2.035035931
2144	2.034912321
2145	2.034740147
2146	2.034490573
2147	2.034432369
2148	2.034254489
2149	2.034086937
2150	2.034026122
2151	2.033801989
2152	2.033690867
2153	2.033544857
2154	2.033424328
2155	2.033243052
2156	2.033106234
2157	2.033002741
2158	2.032882983
2159	2.032671325
2160	2.032420757
2161	2.032252838
2162	2.0321368
2163	2.031986656
2164	2.031740265
2165	2.031603645
2166	2.031497809
2167	2.031362571
2168	2.031242111
2169	2.0311044
2170	2.031031236
2171	2.030897063
2172	2.030802272
2173	2.030758841
2174	2.030587868
2175	2.03053656
2176	2.030346626
2177	2.030113361
2178	2.029989488
2179	2.029885626
2180	2.029860564
2181	2.029768926
2182	2.029589141
2183	2.029372358
2184	2.029250668
2185	2.029119784
2186	2.028995651
2187	2.028806487
2188	2.028610745
2189	2.028543547
2190	2.028408542
2191	2.028280733
2192	2.028135192
2193	2.02799991
2194	2.027835423
2195	2.027671645
2196	2.0274514
2197	2.027366198
2198	2.027273814
2199	2.027068601
2200	2.026926986
2201	2.026846873
2202	2.026644482
2203	2.026507132
2204	2.026315508
2205	2.026181675
2206	2.026105703
2207	2.025930624
2208	2.025713093
2209	2.025563035
2210	2.0254376
2211	2.025294233
2212	2.025084882
2213	2.024911328
2214	2.024739016
2215	2.02463585
2216	2.024480567
2217	2.02427892
2218	2.024211234
2219	2.024082591
2220	2.023925635
2221	2.023849983
2222	2.023632288
2223	2.023493056
2224	2.023376672
2225	2.023354308
2226	2.0232238
2227	2.02311432
2228	2.023038077
2229	2.022915656
2230	2.022800928
2231	2.022732907
2232	2.022596488
2233	2.022493767
2234	2.022427241
2235	2.022339311
2236	2.022146342
2237	2.022052452
2238	2.021923019
2239	2.021834572
2240	2.0217073
2241	2.021614047
2242	2.021537665
2243	2.021262872
2244	2.021112347
2245	2.021047982
2246	2.020955479
2247	2.02087808
2248	2.020751487
2249	2.020632514
2250	2.020562125
2251	2.020461817
2252	2.0202861
2253	2.020152397
2254	2.020061755
2255	2.019911227
2256	2.01975974
2257	2.01964182
2258	2.019534937
2259	2.019321025
2260	2.019181605
2261	2.018921931
2262	2.018835797
2263	2.018670687
2264	2.01853898
2265	2.01839302
2266	2.018262506
2267	2.018044874
2268	2.017928979
2269	2.017839814
2270	2.01759944
2271	2.017471595
2272	2.017355656
2273	2.017234121
2274	2.017112572
2275	2.017062142
2276	2.01694888
2277	2.016819534
2278	2.016730905
2279	2.016534391
2280	2.016414989
2281	2.016312276
2282	2.016204365
2283	2.016083629
2284	2.015863363
2285	2.015656386
2286	2.015581115
2287	2.01544915
2288	2.015276784
2289	2.015113187
2290	2.014944856
2291	2.014747367
2292	2.014575103
2293	2.014424019
2294	2.014345293
2295	2.014187806
2296	2.014117848
2297	2.014022298
2298	2.013831899
2299	2.013750763
2300	2.013550858
2301	2.013421627
2302	2.013314129
2303	2.013251137
2304	2.013081755
2305	2.01297515
2306	2.012853926
2307	2.012768343
2308	2.012715019
2309	2.012587277
2310	2.012468329
2311	2.0123574
2312	2.012232708
2313	2.012098117
2314	2.011985861
2315	2.011919579
2316	2.011816472
2317	2.011708824
2318	2.01160605
2319	2.011457307
2320	2.011278836
2321	2.011082928
2322	2.010954585
2323	2.010859442
2324	2.010784929
2325	2.010675085
2326	2.010491052
2327	2.010405548
2328	2.010330718
2329	2.010169321
2330	2.009973429
2331	2.009846066
2332	2.009801008
2333	2.009627327
2334	2.009468145
2335	2.009347862
2336	2.009141558
2337	2.009008008
2338	2.008925922
2339	2.008829668
2340	2.008589034
2341	2.008456303
2342	2.008366869
2343	2.008257745
2344	2.008202996
2345	2.008063511
2346	2.007972502
2347	2.00788753
2348	2.007726448
2349	2.007627755
2350	2.007542259
2351	2.007368603
2352	2.007121549
2353	2.00692311
2354	2.006851082
2355	2.006650894
2356	2.00657761
2357	2.006451802
2358	2.006261811
2359	2.006136787
2360	2.006016438
2361	2.005850784
2362	2.005705037
2363	2.005604135
2364	2.005487746
2365	2.005408102
2366	2.005260143
2367	2.005135746
2368	2.004956991
2369	2.004840728
2370	2.004692596
2371	2.004628341
2372	2.004434969
2373	2.004339489
2374	2.004207339
2375	2.004093298
2376	2.003888554
2377	2.00374371
2378	2.003614786
2379	2.003519455
2380	2.003386883
2381	2.003222235
2382	2.003065467
2383	2.002908137
2384	2.00273946
2385	2.002568084
2386	2.00240315
2387	2.002341783
2388	2.002269899
2389	2.002158975
2390	2.002080393
2391	2.001978463
2392	2.001798349
2393	2.001673462
2394	2.001573048
2395	2.001459866
2396	2.001393721
2397	2.001265214
2398	2.001142553
2399	2.001034126
2400	2.000871404
2401	2.000761552
2402	2.000635124
2403	2.00057128
2404	2.000417617
2405	2.000298883
2406	2.00016275
2407	2.000019329
2408	1.999886986
2409	1.999792327
2410	1.999661093
2411	1.999550908
2412	1.999431531
2413	1.999330337
2414	1.999205095
2415	1.999020087
2416	1.998875395
2417	1.998757663
2418	1.998730491
2419	1.998584443
2420	1.998390567
2421	1.998313539
2422	1.998263683
2423	1.998143545
2424	1.99803878
2425	1.997822154
2426	1.99770852
2427	1.997566156
2428	1.997486841
2429	1.997388547
2430	1.997259608
2431	1.997092626
2432	1.996933311
2433	1.996872572
2434	1.996830023
2435	1.99671486
2436	1.99660613
2437	1.996482271
2438	1.996329747
2439	1.996206495
2440	1.996007208
2441	1.995927847
2442	1.995832118
2443	1.99568659
2444	1.995615587
2445	1.995497712
2446	1.995370963
2447	1.995229918
2448	1.995146188
2449	1.995064435
2450	1.995014471
2451	1.994880827
2452	1.99478421
2453	1.994748017
2454	1.994643084
2455	1.994512323
2456	1.994385624
2457	1.994271779
2458	1.994126397
2459	1.994071793
2460	1.993848296
2461	1.993704982
2462	1.993571478
2463	1.993499247
2464	1.993379389
2465	1.993190203
2466	1.993015976
2467	1.992896898
2468	1.992765581
2469	1.992617285
2470	1.992545943
2471	1.992444717
2472	1.992295452
2473	1.992210065
2474	1.99203223
2475	1.991897644
2476	1.991802027
2477	1.991668562
2478	1.991580258
2479	1.991414167
2480	1.991277553
2481	1.991086273
2482	1.990918873
2483	1.990722258
2484	1.99069422
2485	1.990584096
2486	1.99044549
2487	1.990255051
2488	1.990101143
2489	1.990043414
2490	1.989960585
2491	1.989911556
2492	1.989818534
2493	1.989668283
2494	1.989565013
2495	1.989434455
2496	1.989288545
2497	1.989212019
2498	1.989095706
2499	1.988959809
2500	1.988851938
2501	1.988710957
2502	1.988626911
2503	1.988522387
2504	1.98842777
2505	1.988231929
2506	1.988161214
2507	1.987971252
2508	1.987761404
2509	1.987607296
2510	1.987492171
2511	1.987343434
2512	1.987247344
2513	1.987117032
2514	1.986958822
2515	1.986856124
2516	1.986707312
2517	1.986588102
2518	1.986508681
2519	1.986374411
2520	1.986251162
2521	1.98609708
2522	1.986003651
2523	1.98591098
2524	1.985812234
2525	1.985713373
2526	1.985579679
2527	1.985425088
2528	1.985279324
2529	1.985111139
2530	1.985001379
2531	1.984870669
2532	1.984796905
2533	1.984677437
2534	1.984582516
2535	1.984457652
2536	1.984220791
2537	1.983985484
2538	1.983884912
2539	1.983783549
2540	1.983690796
2541	1.983538369
2542	1.983318866
2543	1.983218145
2544	1.983000619
2545	1.982836225
2546	1.982743435
2547	1.982645282
2548	1.982498416
2549	1.982311354
2550	1.982233948
2551	1.982042561
2552	1.981851574
2553	1.981746518
2554	1.981669301
2555	1.981575718
2556	1.98147541
2557	1.981372042
2558	1.98126632
2559	1.981121422
2560	1.980897231
2561	1.980848038
2562	1.980703121
2563	1.980642445
2564	1.98044952
2565	1.980212208
2566	1.980154028
2567	1.980045237
2568	1.979921801
2569	1.979831983
2570	1.979762473
2571	1.979646111
2572	1.979503714
2573	1.979341315
2574	1.979234737
2575	1.979153443
2576	1.979047646
2577	1.978976484
2578	1.978850577
2579	1.978734785
2580	1.9785807
2581	1.978519233
2582	1.978384809
2583	1.978284244
2584	1.978057763
2585	1.977961445
2586	1.977904756
2587	1.977800323
2588	1.977757535
2589	1.977667131
2590	1.977486767
2591	1.977258544
2592	1.977141754
2593	1.977032998
2594	1.97694849
2595	1.976828206
2596	1.976734024
2597	1.976688735
2598	1.976605396
2599	1.976423908
2600	1.976362208
2601	1.976101416
2602	1.975955297
2603	1.975854291
2604	1.975719121
2605	1.975542404
2606	1.975479701
2607	1.975316324
2608	1.975170403
2609	1.975039005
2610	1.974932841
2611	1.974848479
2612	1.974742835
2613	1.974688334
2614	1.974540177
2615	1.974350488
2616	1.974249879
2617	1.974187295
2618	1.974071497
2619	1.974019523
2620	1.973908099
2621	1.973837031
2622	1.973733095
2623	1.973685175
2624	1.973577586
2625	1.973344092
2626	1.973163276
2627	1.973078348
2628	1.973005118
2629	1.972894685
2630	1.972711461
2631	1.972570222
2632	1.972400258
2633	1.97224272
2634	1.972202866
2635	1.972105371
2636	1.971979754
2637	1.971833099
2638	1.971705838
2639	1.971564825
2640	1.971451491
2641	1.971358625
2642	1.971184397
2643	1.971128006
2644	1.971019766
2645	1.970944571
2646	1.970851305
2647	1.97071854
2648	1.970599087
2649	1.970550239
2650	1.970457853
2651	1.970284841
2652	1.970200812
2653	1.970142132
2654	1.970010628
2655	1.969912558
2656	1.96981073
2657	1.969669098
2658	1.969491113
2659	1.969399917
2660	1.969348253
2661	1.969226119
2662	1.969107286
2663	1.968981701
2664	1.96885582
2665	1.968730667
2666	1.968594595
2667	1.968580863
2668	1.968547993
2669	1.96841025
2670	1.968319181
2671	1.968172442
2672	1.968065017
2673	1.967887392
2674	1.967789424
2675	1.967707787
2676	1.967579133
2677	1.967502043
2678	1.967434291
2679	1.967365422
2680	1.967212979
2681	1.967085097
2682	1.966987022
2683	1.966876574
2684	1.966770523
2685	1.966604026
2686	1.966527545
2687	1.966411549
2688	1.966295994
2689	1.966185843
2690	1.966110966
2691	1.965996473
2692	1.965904722
2693	1.965785837
2694	1.965670919
2695	1.965572673
2696	1.965466622
2697	1.965355161
2698	1.965208192
2699	1.96510975
2700	1.965051105
2701	1.964891338
2702	1.964788978
2703	1.964647533
2704	1.964565572
2705	1.964492503
2706	1.964367085
2707	1.964206655
2708	1.964159743
2709	1.964023564
2710	1.963980795
2711	1.963861897
2712	1.963778934
2713	1.963651643
2714	1.963502469
2715	1.963470589
2716	1.963409482
2717	1.963337841
2718	1.963293048
2719	1.963162434
2720	1.96300528
2721	1.962827906
2722	1.962678203
2723	1.962588824
2724	1.962535891
2725	1.962411648
2726	1.962317454
2727	1.962191023
2728	1.962100578
2729	1.962025274
2730	1.961894084
2731	1.961808727
2732	1.961757174
2733	1.961631504
2734	1.961564297
2735	1.961523437
2736	1.961472624
2737	1.961380134
2738	1.961239177
2739	1.961215414
2740	1.961067875
2741	1.960933806
2742	1.960839878
2743	1.960737194
2744	1.960566376
2745	1.960428015
2746	1.960373639
2747	1.96025017
2748	1.960167725
2749	1.96003927
2750	1.959913474
2751	1.959884429
2752	1.959869822
2753	1.959753155
2754	1.959642886
2755	1.959532659
2756	1.959429028
2757	1.959336235
2758	1.959205593
2759	1.959182656
2760	1.95909336
2761	1.958969559
2762	1.958841854
2763	1.958751568
2764	1.95865359
2765	1.958555132
2766	1.958341584
2767	1.958262247
2768	1.958175487
2769	1.958134723
2770	1.958115868
2771	1.958012227
2772	1.957930244
2773	1.957811191
2774	1.957773896
2775	1.957690573
2776	1.95762256
2777	1.957583195
2778	1.957438771
2779	1.957331202
2780	1.957249416
2781	1.957117831
2782	1.956872615
2783	1.956721771
2784	1.956670154
2785	1.956568116
2786	1.956499438
2787	1.956372991
2788	1.956257378
2789	1.956133999
2790	1.95604294
2791	1.956028422
2792	1.955862884
2793	1.955784722
2794	1.955727023
2795	1.95564547
2796	1.955562194
2797	1.955456258
2798	1.955337339
2799	1.955215036
2800	1.955068138
2801	1.954949909
2802	1.954904842
2803	1.954753461
2804	1.954738059
2805	1.95462689
2806	1.954530799
2807	1.954437917
2808	1.954288399
2809	1.954236716
2810	1.954183329
2811	1.954091907
2812	1.953949869
2813	1.95390685
2814	1.953811089
2815	1.953697711
2816	1.953623561
2817	1.953526632
2818	1.953450335
2819	1.953346446
2820	1.953282938
2821	1.953145265
2822	1.953035925
2823	1.952892797
2824	1.952766574
2825	1.95267284
2826	1.952552827
2827	1.952450924
2828	1.952342338
2829	1.952288507
2830	1.952226533
2831	1.952050433
2832	1.951957346
2833	1.951818949
2834	1.951722002
2835	1.951638197
2836	1.951620242
2837	1.951541936
2838	1.951461574
2839	1.951384108
2840	1.951262347
2841	1.951244528
2842	1.95114449
2843	1.95104666
2844	1.95093581
2845	1.950798431
2846	1.950691066
2847	1.950607403
2848	1.950538518
2849	1.950471179
2850	1.950398698
2851	1.950248462
2852	1.950132082
2853	1.950019103
2854	1.949884313
2855	1.949797594
2856	1.949755056
2857	1.949624068
2858	1.949496966
2859	1.94936261
2860	1.949345669
2861	1.949264748
2862	1.949106861
2863	1.949032511
2864	1.948931486
2865	1.948847368
2866	1.948764717
2867	1.948692069
2868	1.948623197
2869	1.948607759
2870	1.948472862
2871	1.948403771
2872	1.948315948
2873	1.948303228
2874	1.948180153
2875	1.948132336
2876	1.948094843
2877	1.947932463
2878	1.947801619
2879	1.947785666
2880	1.947693451
2881	1.947568765
2882	1.947546845
2883	1.947403677
2884	1.947317274
2885	1.94712427
2886	1.946974665
2887	1.946869654
2888	1.946810326
2889	1.9466862
2890	1.946538195
2891	1.946462269
2892	1.946400063
2893	1.946281035
2894	1.946230873
2895	1.946137169
2896	1.946069507
2897	1.945952737
2898	1.945868127
2899	1.945812602
2900	1.945670926
2901	1.945642755
2902	1.945549545
2903	1.945456942
2904	1.945339062
2905	1.945214834
2906	1.945112336
2907	1.945046905
2908	1.944993696
2909	1.944893734
2910	1.944723248
2911	1.944619968
2912	1.944493233
2913	1.944357038
2914	1.944179074
2915	1.944109156
2916	1.943993731
2917	1.943810753
2918	1.94373741
2919	1.943664423
2920	1.943569619
2921	1.94347601
2922	1.943391819
2923	1.943273815
2924	1.943190879
2925	1.943067127
2926	1.942982312
2927	1.942820066
2928	1.942657406
2929	1.942612551
2930	1.942512136
2931	1.942380994
2932	1.942266519
2933	1.942195251
2934	1.942127387
2935	1.942044112
2936	1.941941076
2937	1.941830557
2938	1.941671635
2939	1.941539815
2940	1.941473993
2941	1.941366906
2942	1.94131625
2943	1.941304613
2944	1.941170547
2945	1.941016049
2946	1.940905705
2947	1.940769421
2948	1.940648369
2949	1.940506622
2950	1.94040651
2951	1.940313023
2952	1.940180186
2953	1.9401065
2954	1.940059897
2955	1.939896502
2956	1.939771568
2957	1.939683883
2958	1.939590458
2959	1.939529046
2960	1.939431268
2961	1.939349945
2962	1.939262466
2963	1.939235966
2964	1.93913799
2965	1.939028336
2966	1.938912623
2967	1.938834481
2968	1.938811715
2969	1.938725882
2970	1.938635821
2971	1.938613589
2972	1.938540095
2973	1.9384104
2974	1.938278937
2975	1.938189971
2976	1.937985296
2977	1.937780905
2978	1.937702571
2979	1.937604608
2980	1.937425041
2981	1.937367532
2982	1.937278491
2983	1.937214587
2984	1.937149719
2985	1.937071841
2986	1.936952158
2987	1.936871356
2988	1.936788436
2989	1.936743
2990	1.936671379
2991	1.936576296
2992	1.936443808
2993	1.936327252
2994	1.936211885
2995	1.936144965
2996	1.936021989
2997	1.935931323
2998	1.935810246
2999	1.93569087
3000	1.935630849
3001	1.935575384
3002	1.935522085
3003	1.935407874
3004	1.935355278
3005	1.935271165
3006	1.935043836
3007	1.934948449
3008	1.934892265
3009	1.934805143
3010	1.934729988
3011	1.934634254
3012	1.934582001
3013	1.934495839
3014	1.934328406
3015	1.934223173
3016	1.934142727
3017	1.933970041
3018	1.933839474
3019	1.933790175
3020	1.933690355
3021	1.933582333
3022	1.933479765
3023	1.933388236
3024	1.933276758
3025	1.933179449
3026	1.93308012
3027	1.932998868
3028	1.932958229
3029	1.932856138
3030	1.932765788
3031	1.932655133
3032	1.932549373
3033	1.932478649
3034	1.932408443
3035	1.932367771
3036	1.932306347
3037	1.932179384
3038	1.932106402
3039	1.931979514
3040	1.93189655
3041	1.931807152
3042	1.931667175
3043	1.931540994
3044	1.931490441
3045	1.931389161
3046	1.93125098
3047	1.93115222
3048	1.931013555
3049	1.930885046
3050	1.930772221
3051	1.930675281
3052	1.930542646
3053	1.930435562
3054	1.930363465
3055	1.930276447
3056	1.93012989
3057	1.930054581
3058	1.929910076
3059	1.929820834
3060	1.929688556
3061	1.929628914
3062	1.929518575
3063	1.929463238
3064	1.9293175
3065	1.929269087
3066	1.929165264
3067	1.92909058
3068	1.929028534
3069	1.928891664
3070	1.928869866
3071	1.928707035
3072	1.928602069
3073	1.928498028
3074	1.928434471
3075	1.928304941
3076	1.928224971
3077	1.928090418
3078	1.928007734
3079	1.927974054
3080	1.927910774
3081	1.927776152
3082	1.927635484
3083	1.927466277
3084	1.927346429
3085	1.927263872
3086	1.927216483
3087	1.927115894
3088	1.927031823
3089	1.926901723
3090	1.926818581
3091	1.926712905
3092	1.926587104
3093	1.926458952
3094	1.926330779
3095	1.926280524
3096	1.926180006
3097	1.926064639
3098	1.925967177
3099	1.925788688
3100	1.925664877
3101	1.925548732
3102	1.925519132
3103	1.925476233
3104	1.925389263
3105	1.925305897
3106	1.925207608
3107	1.925131573
3108	1.924980963
3109	1.924881363
3110	1.924822027
3111	1.924765147
3112	1.924735739
3113	1.924686318
3114	1.924572706
3115	1.92447675
3116	1.924402997
3117	1.924349828
3118	1.924201743
3119	1.924095153
3120	1.92406529
3121	1.923959324
3122	1.923890057
3123	1.923816281
3124	1.923663949
3125	1.923603324
3126	1.923484836
3127	1.923366248
3128	1.923216328
3129	1.92306265
3130	1.922922246
3131	1.922836597
3132	1.922762732
3133	1.922667794
3134	1.922534025
3135	1.922431172
3136	1.922327681
3137	1.922235041
3138	1.92214763
3139	1.922113418
3140	1.922033226
3141	1.921873951
3142	1.921767256
3143	1.92167602
3144	1.921523125
3145	1.92142654
3146	1.921381925
3147	1.921309874
3148	1.921259382
3149	1.921183028
3150	1.921059409
3151	1.920904796
3152	1.92086659
3153	1.920785976
3154	1.920711606
3155	1.920658289
3156	1.920595108
3157	1.920459625
3158	1.920386636
3159	1.920268063
3160	1.920198777
3161	1.920092173
3162	1.920002759
3163	1.919896316
3164	1.919723601
3165	1.919588353
3166	1.919493858
3167	1.919364784
3168	1.919250039
3169	1.919147968
3170	1.919076393
3171	1.918972774
3172	1.918872866
3173	1.91880618
3174	1.918670801
3175	1.918566863
3176	1.918478673
3177	1.918412775
3178	1.918252823
3179	1.918141114
3180	1.918067035
3181	1.917966267
3182	1.917827885
3183	1.91775349
3184	1.917712161
3185	1.917661168
3186	1.917526699
3187	1.917476191
3188	1.917427238
3189	1.917334009
3190	1.917196744
3191	1.917118107
3192	1.917074472
3193	1.91697652
3194	1.916912327
3195	1.916795192
3196	1.916721795
3197	1.916549711
3198	1.916405823
3199	1.916336953
3200	1.916319177
3201	1.916237312
3202	1.916142809
3203	1.916061008
3204	1.915868436
3205	1.915754558
3206	1.915630903
3207	1.915574495
3208	1.915477131
3209	1.915382864
3210	1.915295668
3211	1.915208176
3212	1.915141954
3213	1.915088696
3214	1.915007173
3215	1.914991433
3216	1.914875322
3217	1.914764977
3218	1.914696908
3219	1.914641932
