iter	Passed	Remaining
662	2072	310505
663	2075	310443
664	2078	310434
665	2081	310397
666	2084	310371
667	2087	310340
668	2090	310320
669	2092	310269
670	2095	310262
671	2098	310195
672	2101	310161
673	2104	310189
674	2107	310147
675	2110	310101
676	2114	310203
677	2117	310248
678	2120	310205
679	2123	310186
680	2126	310143
681	2130	310191
682	2132	310153
683	2135	310115
684	2138	310099
685	2141	310093
686	2145	310091
687	2148	310098
688	2151	310064
689	2154	310033
690	2157	310055
691	2160	310016
692	2163	310027
693	2166	310047
694	2169	310024
695	2172	310026
696	2176	310027
697	2179	310011
698	2182	310010
699	2185	309969
700	2188	309968
701	2191	309948
702	2194	309909
703	2197	309910
704	2200	309882
705	2203	309837
706	2205	309814
707	2208	309776
708	2211	309728
709	2214	309742
710	2217	309736
711	2221	309721
712	2224	309706
713	2226	309628
714	2229	309593
715	2232	309614
716	2236	309623
717	2239	309607
718	2242	309625
719	2245	309587
720	2248	309589
721	2251	309587
722	2254	309521
723	2256	309469
724	2259	309417
725	2263	309462
726	2266	309431
727	2268	309402
728	2272	309400
729	2274	309354
730	2282	309960
731	2285	309950
732	2288	309911
733	2291	309836
734	2293	309780
735	2296	309786
736	2299	309742
737	2302	309709
738	2305	309662
739	2308	309698
740	2312	309726
741	2315	309688
742	2318	309729
743	2321	309658
744	2324	309652
745	2327	309629
746	2330	309650
747	2333	309625
748	2336	309600
749	2339	309586
750	2342	309561
751	2345	309529
752	2348	309542
753	2351	309495
754	2354	309478
755	2358	309649
756	2363	309795
757	2366	309799
758	2369	309825
759	2372	309791
760	2375	309767
761	2378	309749
762	2381	309721
763	2384	309710
764	2387	309673
765	2390	309695
766	2393	309645
767	2396	309601
768	2399	309584
769	2402	309570
770	2405	309537
771	2407	309501
772	2410	309484
773	2413	309452
774	2416	309440
775	2419	309421
776	2422	309417
777	2426	309407
778	2429	309399
779	2432	309402
780	2435	309381
781	2438	309396
782	2441	309339
783	2444	309296
784	2446	309257
785	2450	309273
786	2453	309257
787	2456	309223
788	2459	309213
789	2462	309236
790	2465	309202
791	2468	309185
792	2471	309228
793	2474	309191
794	2477	309165
795	2480	309126
796	2483	309148
797	2486	309124
798	2489	309074
799	2492	309018
800	2495	309093
801	2498	309027
802	2500	308955
803	2503	308904
804	2506	308865
805	2509	308877
806	2512	308860
807	2515	308861
808	2518	308820
809	2521	308778
810	2524	308763
811	2527	308743
812	2530	308733
813	2533	308700
814	2536	308704
815	2539	308728
816	2543	308749
817	2546	308752
818	2549	308768
819	2552	308763
820	2555	308759
821	2558	308750
822	2561	308723
823	2564	308695
824	2567	308698
825	2571	308690
826	2573	308648
827	2577	308655
828	2579	308622
829	2582	308585
830	2585	308593
831	2588	308544
832	2591	308493
833	2594	308439
834	2597	308459
835	2600	308436
836	2603	308422
837	2606	308426
838	2609	308392
839	2612	308350
840	2615	308367
841	2632	310016
842	2637	310198
843	2641	310366
844	2646	310531
845	2650	310704
846	2655	310819
847	2659	310993
848	2664	311117
849	2667	311134
850	2670	311166
851	2673	311103
852	2675	311013
853	2678	310983
854	2681	310901
855	2683	310848
856	2686	310785
857	2689	310736
858	2692	310704
859	2695	310686
860	2698	310708
861	2701	310692
862	2704	310681
863	2707	310655
864	2710	310627
865	2713	310580
866	2715	310531
867	2718	310481
868	2721	310422
869	2724	310390
870	2726	310350
871	2729	310334
872	2732	310291
873	2735	310227
874	2738	310188
875	2741	310163
876	2744	310150
877	2747	310144
878	2750	310144
879	2753	310130
880	2756	310125
881	2759	310103
882	2762	310071
883	2765	310078
884	2768	310065
885	2771	310024
886	2774	310012
887	2777	309987
888	2780	309935
889	2783	309936
890	2786	309941
891	2789	309893
892	2791	309856
893	2794	309844
894	2798	309834
895	2800	309796
896	2804	309819
897	2806	309772
898	2809	309724
899	2812	309669
900	2818	309999
901	2821	309952
902	2823	309906
903	2827	309916
904	2830	309900
905	2833	309874
906	2836	309885
907	2839	309871
908	2842	309835
909	2845	309839
910	2848	309817
911	2851	309794
912	2854	309789
913	2857	309809
914	2860	309783
915	2863	309754
916	2866	309721
917	2869	309724
918	2872	309671
919	2875	309656
920	2878	309669
921	2881	309646
922	2884	309628
923	2887	309607
924	2890	309642
925	2894	309642
926	2896	309615
927	2899	309579
928	2902	309532
929	2905	309515
930	2908	309515
931	2911	309488
932	2914	309443
933	2917	309448
934	2920	309396
935	2922	309355
936	2926	309347
937	2928	309293
938	2931	309259
939	2934	309219
940	2937	309231
941	2940	309226
942	2943	309222
943	2946	309225
944	2950	309222
945	2952	309196
946	2955	309177
947	2959	309187
948	2962	309185
949	2965	309166
950	2968	309162
951	2971	309157
952	2974	309123
953	2977	309106
954	2980	309141
955	2983	309125
956	2986	309101
957	2989	309083
958	2992	309048
959	2995	309031
960	2998	309071
961	3002	309064
962	3004	309039
963	3007	309010
964	3011	309041
965	3014	309068
966	3017	309064
967	3021	309067
968	3024	309062
969	3027	309053
970	3030	309030
971	3033	309054
972	3036	309032
973	3039	309000
974	3042	309004
975	3045	308981
976	3048	308953
977	3051	308980
978	3054	308952
979	3057	308948
980	3060	308957
981	3063	308917
982	3066	308882
983	3069	308880
984	3072	308854
985	3075	308834
986	3078	308836
987	3081	308826
988	3084	308810
989	3087	308824
990	3090	308814
991	3093	308794
992	3096	308777
993	3100	308783
994	3103	308798
995	3106	308762
996	3109	308752
997	3112	308777
998	3115	308752
999	3118	308768
1000	3121	308757
1001	3125	308770
1002	3128	308746
1003	3130	308718
1004	3133	308702
1005	3137	308709
1006	3140	308688
1007	3142	308659
1008	3146	308662
1009	3149	308653
1010	3152	308645
1011	3155	308644
1012	3158	308635
1013	3161	308599
1014	3164	308610
1015	3167	308570
1016	3169	308530
1017	3172	308512
1018	3176	308522
1019	3179	308524
1020	3182	308483
1021	3185	308478
1022	3187	308444
1023	3190	308423
1024	3194	308417
1025	3197	308459
1026	3200	308460
1027	3203	308419
1028	3206	308386
1029	3214	308865
1030	3217	308811
1031	3219	308757
1032	3222	308759
1033	3225	308704
1034	3228	308656
1035	3231	308643
1036	3233	308619
1037	3237	308614
1038	3240	308626
1039	3243	308617
1040	3246	308597
1041	3249	308592
1042	3252	308623
1043	3256	308641
1044	3259	308624
1045	3262	308623
1046	3265	308588
1047	3268	308569
1048	3271	308570
1049	3274	308554
1050	3277	308528
1051	3280	308536
1052	3283	308524
1053	3286	308493
1054	3289	308471
1055	3292	308483
1056	3295	308441
1057	3297	308421
1058	3301	308425
1059	3304	308398
1060	3306	308352
1061	3309	308346
1062	3312	308333
1063	3316	308347
1064	3319	308383
1065	3323	308405
1066	3325	308384
1067	3329	308398
1068	3332	308410
1069	3335	308393
1070	3338	308354
1071	3341	308359
1072	3344	308330
1073	3347	308326
1074	3350	308315
1075	3353	308345
1076	3357	308358
1077	3360	308357
1078	3363	308354
1079	3366	308366
1080	3369	308359
1081	3372	308341
1082	3376	308385
1083	3379	308359
1084	3382	308354
1085	3385	308357
1086	3388	308332
1087	3391	308318
1088	3394	308318
1089	3397	308285
1090	3400	308265
1091	3403	308244
1092	3406	308230
1093	3408	308193
1094	3411	308170
1095	3414	308144
1096	3417	308105
1097	3420	308109
1098	3423	308087
1099	3426	308042
1100	3429	308024
1101	3432	308028
1102	3435	308003
1103	3437	307965
1104	3440	307947
1105	3443	307907
1106	3446	307867
1107	3449	307865
1108	3452	307862
1109	3455	307838
1110	3458	307849
1111	3461	307834
1112	3464	307812
1113	3467	307825
1114	3470	307804
1115	3473	307755
1116	3476	307716
1117	3479	307720
1118	3482	307750
1119	3485	307731
1120	3496	308433
1121	3501	308539
1122	3504	308576
1123	3508	308605
1124	3512	308678
1125	3515	308697
1126	3518	308713
1127	3521	308699
1128	3525	308701
1129	3527	308659
1130	3530	308598
1131	3532	308534
1132	3535	308497
1133	3538	308454
1134	3540	308434
1135	3543	308408
1136	3546	308387
1137	3549	308366
1138	3552	308342
1139	3555	308338
1140	3558	308308
1141	3561	308287
1142	3564	308269
1143	3567	308248
1144	3570	308252
1145	3573	308239
1146	3576	308212
1147	3579	308182
1148	3581	308161
1149	3584	308144
1150	3587	308138
1151	3590	308111
1152	3593	308107
1153	3597	308114
1154	3600	308130
1155	3603	308130
1156	3606	308116
1157	3609	308107
1158	3612	308082
1159	3615	308085
1160	3618	308067
1161	3621	308036
1162	3624	308025
1163	3627	308011
1164	3630	308006
1165	3633	307999
1166	3636	307975
1167	3639	307944
1168	3642	307935
1169	3645	307919
1170	3648	307894
1171	3650	307855
1172	3653	307844
1173	3656	307812
1174	3659	307790
1175	3662	307790
1176	3666	307815
1177	3669	307828
1178	3672	307806
1179	3675	307818
1180	3679	307838
1181	3682	307825
1182	3685	307819
1183	3687	307792
1184	3690	307766
1185	3693	307755
1186	3696	307752
1187	3699	307732
1188	3702	307709
1189	3705	307685
1190	3708	307700
1191	3712	307732
1192	3716	307782
1193	3719	307786
1194	3722	307792
1195	3725	307791
1196	3729	307824
1197	3732	307838
1198	3735	307855
1199	3739	307863
1200	3743	307916
1201	3746	307935
1202	3749	307948
1203	3753	307992
1204	3756	308013
1205	3759	308008
1206	3763	308018
1207	3766	308046
1208	3770	308097
1209	3773	308095
1210	3777	308114
1211	3780	308151
1212	3783	308163
1213	3787	308174
1214	3791	308234
1215	3794	308256
1216	3798	308281
1217	3801	308332
1218	3805	308397
1219	3809	308409
1220	3812	308409
1221	3815	308438
1222	3819	308449
1223	3822	308447
1224	3825	308442
1225	3828	308462
1226	3832	308478
1227	3835	308478
1228	3838	308509
1229	3842	308530
1230	3845	308566
1231	3849	308606
1232	3852	308632
1233	3856	308658
1234	3859	308667
1235	3863	308686
1236	3866	308722
1237	3870	308758
1238	3873	308783
1239	3877	308825
1240	3880	308829
1241	3884	308841
1242	3887	308880
1243	3891	308943
1244	3895	308975
1245	3898	308971
1246	3902	309014
1247	3905	309055
1248	3909	309070
1249	3912	309095
1250	3916	309129
1251	3919	309151
1252	3922	309164
1253	3926	309152
1254	3929	309184
1255	3932	309178
1256	3936	309193
1257	3939	309185
1258	3942	309230
1259	3946	309267
1260	3950	309308
1261	3954	309365
1262	3957	309383
1263	3960	309407
1264	3964	309437
1265	3968	309468
1266	3971	309497
1267	3975	309528
1268	3978	309548
1269	3982	309597
1270	3985	309622
1271	3989	309651
1272	3993	309678
1273	3996	309702
1274	4000	309728
1275	4003	309730
1276	4006	309728
1277	4009	309731
1278	4013	309752
1279	4016	309752
1280	4019	309738
1281	4022	309753
1282	4025	309757
1283	4029	309760
1284	4031	309735
1285	4035	309731
1286	4037	309712
1287	4040	309695
1288	4043	309682
1289	4047	309674
1290	4049	309641
1291	4052	309629
1292	4055	309596
1293	4058	309556
1294	4061	309535
1295	4064	309518
1296	4067	309512
1297	4069	309481
1298	4073	309479
1299	4076	309514
1300	4079	309511
1301	4082	309505
1302	4086	309532
1303	4089	309544
1304	4093	309553
1305	4096	309557
1306	4099	309541
1307	4102	309525
1308	4105	309522
1309	4108	309500
1310	4111	309471
1311	4114	309454
1312	4117	309457
1313	4120	309451
1314	4123	309417
1315	4125	309379
1316	4128	309379
1317	4131	309350
1318	4134	309320
1319	4137	309314
1320	4140	309294
1321	4143	309266
1322	4147	309313
1323	4149	309290
1324	4152	309257
1325	4155	309243
1326	4158	309248
1327	4162	309251
1328	4165	309245
1329	4168	309262
1330	4171	309246
1331	4174	309228
1332	4177	309215
1333	4180	309237
1334	4184	309230
1335	4187	309222
1336	4190	309226
1337	4193	309232
1338	4196	309209
1339	4199	309206
1340	4202	309179
1341	4205	309146
1342	4208	309150
1343	4211	309132
1344	4214	309117
1345	4217	309112
1346	4220	309101
1347	4223	309091
1348	4226	309102
1349	4229	309077
1350	4232	309058
1351	4235	309062
1352	4238	309062
1353	4242	309096
1354	4245	309111
1355	4249	309102
1356	4251	309082
1357	4255	309104
1358	4258	309089
1359	4261	309085
1360	4264	309093
1361	4268	309102
1362	4271	309089
1363	4274	309087
1364	4277	309070
1365	4280	309085
1366	4284	309118
1367	4288	309191
1368	4291	309201
1369	4294	309180
1370	4297	309152
1371	4300	309148
1372	4303	309125
1373	4306	309099
1374	4309	309101
1375	4312	309104
1376	4315	309082
1377	4318	309060
1378	4321	309035
1379	4323	308999
1380	4326	308974
1381	4330	308986
1382	4332	308966
1383	4335	308942
1384	4338	308927
1385	4341	308929
1386	4345	308935
1387	4348	308935
1388	4351	308933
1389	4354	308916
1390	4357	308895
1391	4360	308895
1392	4363	308899
1393	4366	308870
1394	4369	308839
1395	4372	308828
1396	4375	308805
1397	4378	308786
1398	4380	308762
1399	4384	308766
1400	4387	308748
1401	4390	308740
1402	4393	308747
1403	4396	308719
1404	4398	308691
1405	4401	308684
1406	4405	308678
1407	4408	308666
1408	4410	308640
1409	4414	308642
1410	4416	308604
1411	4419	308575
1412	4422	308595
1413	4425	308576
1414	4428	308552
1415	4432	308572
1416	4435	308557
1417	4437	308532
1418	4440	308506
1419	4443	308507
1420	4447	308507
1421	4449	308479
1422	4453	308480
1423	4455	308464
1424	4458	308444
1425	4462	308448
1426	4465	308433
1427	4468	308435
1428	4471	308434
1429	4474	308416
1430	4477	308397
1431	4480	308394
1432	4483	308401
1433	4486	308406
1434	4490	308427
1435	4493	308405
1436	4496	308413
1437	4499	308413
1438	4502	308405
1439	4505	308400
1440	4508	308391
1441	4511	308376
1442	4515	308404
1443	4518	308407
1444	4521	308399
1445	4524	308385
1446	4527	308351
1447	4530	308323
1448	4532	308298
1449	4536	308299
1450	4539	308294
1451	4542	308279
1452	4545	308273
1453	4548	308249
1454	4550	308225
1455	4554	308256
1456	4557	308255
1457	4560	308224
1458	4563	308197
1459	4566	308180
1460	4569	308178
1461	4572	308156
1462	4574	308136
1463	4578	308130
1464	4580	308113
1465	4584	308105
1466	4586	308090
1467	4590	308086
1468	4592	308063
1469	4596	308057
1470	4598	308042
1471	4601	308020
1472	4604	308008
1473	4607	307989
1474	4610	307981
1475	4613	307965
1476	4616	307952
1477	4619	307929
1478	4622	307922
1479	4625	307926
1480	4628	307914
1481	4631	307898
1482	4634	307889
1483	4637	307893
1484	4641	307888
1485	4644	307884
1486	4647	307875
1487	4650	307876
1488	4653	307851
1489	4656	307829
1490	4659	307834
1491	4662	307839
1492	4665	307833
1493	4668	307801
1494	4671	307789
1495	4674	307759
1496	4676	307737
1497	4679	307729
1498	4682	307720
1499	4685	307692
1500	4689	307706
1501	4691	307678
1502	4694	307649
1503	4697	307634
1504	4700	307643
1505	4704	307652
1506	4706	307632
1507	4710	307632
1508	4712	307610
1509	4715	307592
1510	4718	307590
1511	4721	307570
1512	4724	307544
1513	4727	307526
1514	4730	307529
1515	4734	307550
1516	4737	307569
1517	4740	307544
1518	4743	307534
1519	4746	307526
1520	4749	307526
1521	4752	307519
1522	4755	307515
1523	4758	307510
1524	4762	307510
1525	4765	307523
1526	4768	307510
1527	4771	307499
1528	4774	307487
1529	4777	307506
1530	4781	307502
1531	4783	307479
1532	4786	307459
1533	4789	307444
1534	4792	307426
1535	4795	307401
1536	4798	307382
1537	4801	307364
1538	4804	307349
1539	4806	307333
1540	4809	307321
1541	4813	307330
1542	4816	307316
1543	4819	307295
1544	4821	307275
1545	4825	307289
1546	4828	307270
1547	4831	307250
1548	4834	307242
1549	4837	307228
1550	4839	307214
1551	4843	307217
1552	4845	307190
1553	4848	307170
1554	4851	307155
1555	4855	307163
1556	4858	307158
1557	4860	307141
1558	4864	307142
1559	4867	307127
1560	4870	307137
1561	4873	307147
1562	4876	307144
1563	4879	307124
1564	4882	307104
1565	4885	307097
1566	4888	307081
1567	4891	307058
1568	4894	307033
1569	4897	307026
1570	4900	307003
1571	4903	307000
1572	4906	306994
1573	4908	306970
1574	4911	306957
1575	4915	306956
1576	4918	306950
1577	4920	306921
1578	4924	306920
1579	4926	306898
1580	4929	306873
1581	4937	307151
1582	4939	307120
1583	4942	307093
1584	4945	307091
1585	4949	307101
1586	4952	307094
1587	4955	307083
1588	4957	307057
1589	4961	307055
1590	4964	307045
1591	4966	307025
1592	4969	307000
1593	4972	306993
1594	4975	306969
1595	4978	306951
1596	4981	306930
1597	4984	306933
1598	4987	306923
1599	4990	306917
1600	4993	306922
1601	4996	306917
1602	4999	306899
1603	5002	306880
1604	5006	306900
1605	5009	306893
1606	5012	306885
1607	5015	306871
1608	5018	306883
1609	5021	306882
1610	5024	306880
1611	5027	306860
1612	5031	306872
1613	5033	306846
1614	5036	306837
1615	5039	306830
1616	5042	306809
1617	5045	306787
1618	5048	306776
1619	5051	306754
1620	5053	306724
1621	5057	306730
1622	5060	306708
1623	5062	306690
1624	5066	306703
1625	5069	306710
1626	5072	306697
1627	5075	306694
1628	5078	306688
1629	5081	306692
1630	5085	306688
1631	5087	306665
1632	5090	306649
1633	5093	306631
1634	5096	306630
1635	5099	306606
1636	5102	306583
1637	5105	306584
1638	5108	306563
1639	5111	306559
1640	5114	306573
1641	5117	306563
1642	5120	306547
1643	5123	306552
1644	5126	306536
1645	5129	306514
1646	5132	306515
1647	5135	306498
1648	5138	306479
1649	5141	306485
1650	5145	306504
1651	5148	306487
1652	5151	306476
1653	5154	306464
1654	5157	306455
1655	5160	306443
1656	5163	306428
1657	5166	306446
1658	5169	306430
1659	5172	306432
1660	5175	306425
1661	5179	306437
1662	5182	306430
1663	5184	306412
1664	5187	306402
1665	5191	306404
1666	5194	306388
1667	5196	306369
1668	5199	306361
1669	5202	306343
1670	5205	306332
1671	5208	306325
1672	5211	306311
1673	5214	306277
1674	5217	306270
1675	5220	306254
1676	5223	306234
1677	5226	306232
1678	5228	306205
1679	5231	306188
1680	5234	306170
1681	5238	306212
1682	5241	306218
1683	5244	306211
1684	5248	306209
1685	5251	306231
1686	5254	306223
1687	5258	306240
1688	5261	306280
1689	5265	306301
1690	5268	306311
1691	5272	306322
1692	5275	306339
1693	5279	306350
1694	5282	306361
1695	5285	306378
1696	5289	306404
1697	5293	306443
1698	5296	306469
